blast_qseq_jg3	blast_sseq_jg3	max_pct_longCov	max_pct_shortCov	blast_pident	blast_evalue	blast_qstart	blast_qend	blast_sstart	blast_send	blast_slen
AN7903	AN7909	51.42	63.69	27.93	4e-128	379	1718	345	1695	2104
AN7903	AN8209	62.97	76.04	25.04	2e-129	134	1774	107	1755	2158
AN7903	AN8383	80.78	84.64	33.11	.0	18	2165	14	2118	2487
AN7909	AN8209	96.76	99.24	29.38	.0	3	2090	4	2141	2158
AN7909	AN8383	52.92	62.55	27.22	4e-124	351	1703	382	1697	2487
AN7916	AN8556	64.65	83.85	43.32	7e-107	165	537	2	354	421
AN7920	AN8417	54.43	94.15	52.79	4e-122	3	358	2	339	621
AN7932	AN8309	93.80	97.46	37.28	7e-116	14	512	16	532	532
AN7938	AN8400	95.91	95.91	40.38	8e-143	22	560	16	559	562
AN7958	AN8726	90.37	92.00	56.20	.0	35	494	3	500	509
AN7972	AN8610	91.86	97.59	44.82	3e-131	12	496	25	525	528
AN8023	AN8874	65.53	74.75	50.37	1e-175	16	536	7	539	795
AN8060	AN8619	91.74	94.43	48.20	1e-107	1	322	1	334	351
AN8095	AN8459	90.57	90.74	41.05	1e-123	4	500	12	501	541
AN8112	AN8347	92.40	94.92	38.86	3e-123	21	506	17	523	526
AN8112	AN8889	87.89	89.11	42.52	2e-125	26	485	25	474	505
AN8138	AN9035	95.21	98.35	66.02	.0	37	751	13	727	727
AN8139	AN8530	91.68	97.98	41.62	3e-138	8	525	10	494	495
AN8186	AN9381	95.60	99.24	91.35	.0	1	391	1	393	394
AN8207	AN8648	12.77	90.58	87.62	2e-113	1	202	89	290	1582
AN8209	AN8383	64.70	74.56	27.45	2e-133	115	1735	125	1733	2487
AN8295	AN8305	66.14	79.81	92.70	2e-117	1	166	1	178	208
AN8303	AN8777	95.72	97.81	41.55	2e-122	18	554	4	542	549
AN8305	AN8576	13.64	95.19	91.41	7e-122	10	207	1205	1402	1452
AN8309	AN9313	92.67	94.81	37.89	1e-116	16	526	21	513	520
AN8317	AN9066	82.23	88.24	46.02	3e-154	48	542	82	578	602
AN8322	AN8545	61.95	63.15	42.27	9e-168	70	787	338	1080	1137
AN8322	AN9426	70.93	77.05	57.42	9e-149	543	1013	752	1216	1259
AN8323	AN8457	35.32	88.68	64.01	4e-144	1	339	1	337	954
AN8323	AN8545	30.69	91.84	60.11	5e-134	1	350	1	349	1137
AN8323	AN9426	27.64	91.58	72.00	1e-170	1	350	1	348	1259
AN8344	AN8489	91.11	93.48	38.19	.0	94	1441	71	1403	1426
AN8344	AN8813	96.69	97.88	35.94	.0	4	1445	27	1458	1481
AN8344	AN8892	92.00	92.89	34.74	.0	97	1443	82	1427	1449
AN8344	AN8928	99.18	99.45	46.95	.0	4	1458	3	1459	1467
AN8344	AN9344	97.33	97.80	48.61	.0	27	1460	27	1450	1456
AN8365	AN8540	96.53	97.50	55.29	.0	16	599	20	605	605
AN8379	AN8381	87.28	90.18	45.63	.0	40	636	79	681	684
AN8412	AN8910	41.90	67.22	31.69	.0	3	1768	19	1665	2450
AN8412	AN9005	26.56	41.36	36.83	5e-179	5	1124	64	1107	2524
AN8441	AN9236	67.33	89.22	58.64	.0	156	662	25	529	566
AN8457	AN8545	29.73	35.43	57.60	2e-118	1	338	1	338	1137
AN8457	AN9426	26.77	35.32	62.13	2e-132	1	337	1	338	1259
AN8467	AN8972	95.09	98.12	36.46	2e-107	8	530	4	535	550
AN8467	AN9169	93.43	97.46	36.72	1e-112	14	523	9	506	511
AN8468	AN8505	64.40	92.04	41.44	.0	1	935	1	879	955
AN8481	AN9390	43.05	54.39	44.09	3e-167	36	664	58	683	1151
AN8489	AN8813	93.86	97.48	39.52	.0	26	1415	75	1466	1481
AN8489	AN8892	93.65	95.16	37.78	.0	61	1417	69	1439	1449
AN8489	AN8928	93.05	95.72	38.33	.0	38	1402	73	1441	1467
AN8489	AN9344	94.92	96.91	37.10	.0	31	1412	54	1440	1456
AN8526	AN9513	93.40	99.38	70.99	.0	1	481	1	492	515
AN8530	AN9248	91.13	97.58	41.58	1e-124	13	495	35	530	530
AN8530	AN9251	89.74	97.17	38.08	1e-117	14	494	52	533	536
AN8545	AN9426	85.78	94.99	51.24	.0	1	1080	1	1080	1259
AN8551	AN8935	92.60	98.71	61.90	.0	9	696	37	728	743
AN8566	AN8998	88.85	93.62	50.88	1e-102	6	284	5	287	298
AN8587	AN8744	95.54	96.26	52.55	1e-141	9	399	8	393	404
AN8637	AN9339	88.99	91.70	39.37	2e-145	38	712	49	711	723
AN8717	AN9495	100.00	100.00	98.29	.0	1	525	1	525	525
AN8733	AN9051	94.40	99.41	48.44	4e-107	1	337	1	342	357
AN8761	AN9045	90.22	93.33	47.10	3e-129	24	429	31	441	450
AN8788	AN9505	37.41	99.52	96.15	2e-141	1	208	1	208	209
AN8813	AN8892	94.46	96.55	36.41	.0	66	1464	19	1435	1449
AN8813	AN8928	95.41	96.32	36.75	.0	47	1459	33	1447	1467
AN8813	AN9344	95.27	96.91	34.75	.0	48	1458	25	1435	1456
AN8848	AN9298	77.37	89.09	55.31	5e-108	34	348	32	325	330
AN8892	AN8928	94.07	95.24	36.86	.0	68	1447	84	1464	1467
AN8892	AN9344	93.06	93.51	33.86	.0	64	1427	79	1433	1456
AN8903	AN8915	88.39	91.60	35.16	9e-112	42	616	13	568	607
AN8910	AN9005	95.68	98.57	37.33	.0	20	2434	63	2500	2524
AN8919	AN9218	98.38	99.09	46.94	.0	5	549	2	546	554
AN8928	AN9344	98.43	99.18	44.79	.0	19	1464	10	1453	1456
AN8955	AN9010	95.24	98.36	41.41	2e-120	9	488	22	504	504
AN8972	AN9169	91.27	98.24	33.59	2e-103	9	525	8	509	511
AN9169	AN9494	31.70	92.57	100.00	1e-109	1	162	1	162	175
AN9173	AN9184	91.54	94.93	49.20	5e-168	6	492	7	506	532
AN9248	AN9251	89.55	90.57	39.63	2e-126	39	529	54	533	536
